NFKB1	TNFRSF8
NFKB1	PSMB1
NFKB1	SELE
NFKB1	CDK9
NFKB1	CRP
NFKB1	MCL1
NFKB1	AKR1B1
NFKB1	IL1RL1
NFKB1	ALB
NFKB1	IL1RN
NFKB1	PIK3R1
NFKB1	HNF4A
NFKB1	PRDX1
NFKB1	IL2RA
NFKB1	JAK2
NFKB1	MMP1
NFKB1	CDK6
NFKB1	JAK1
NFKB1	IL33
NFKB1	NFATC2
NFKB1	BRAF
NFKB1	FASLG
NFKB1	BCL6
NFKB1	SPI1
NFKB1	MMP3
NFKB1	PIK3CA
NFKB1	IRF1
NFKB1	CDK4
NFKB1	FOXO1
NFKB1	GSK3B
NFKB1	PRKCA
NFKB1	PPARD
NFKB1	ETS1
NFKB1	SYK
NFKB1	GATA3
NFKB1	SRC
NFKB1	BTK
NFKB1	SMAD3
NFKB1	TLR1
NFKB1	CREB1
NFKB1	NOD2
NFKB1	TRAF1
NFKB1	FOSL2
NFKB1	KLF5
NFKB1	IL4
NFKB1	MMP9
NFKB1	IL2
NFKB1	HIF1A
NFKB1	IL1R1
NFKB1	BCL2
NFKB1	PARP1
NFKB1	EGFR
NFKB1	TRAF3
NFKB1	PTGS2
NFKB1	HSPA4
NFKB1	STAT6
NFKB1	TLR3
NFKB1	APP
NFKB1	NR3C1
NFKB1	AKT1
NFKB1	TNFAIP3
NFKB1	CREBBP
NFKB1	MYC
NFKB1	PRKCQ
NFKB1	ESR1
NFKB1	CTNNB1
NFKB1	PPARG
NFKB1	NLRP3
NFKB1	TP53
NFKB1	IL6
IL2	KNG1
IL2	TRAF1
IL2	THBD
IL2	NOS3
IL2	ID2
IL2	MCL1
IL2	CXCR1
IL2	IKZF2
IL2	CD6
IL2	CA9
IL2	ALDH1A1
IL2	APOE
IL2	ESR1
IL2	IL37
IL2	RUNX3
IL2	KDR
IL2	DHFR2
IL2	MMP1
IL2	F2
IL2	IL1RL1
IL2	TNFRSF14
IL2	NOD2
IL2	FOLH1
IL2	THPO
IL2	MMP3
IL2	SMAD3
IL2	FCER1G
IL2	PTPN1
IL2	FOXO1
IL2	BTK
IL2	NLRP3
IL2	CREB1
IL2	CCR4
IL2	DPP4
IL2	PPARG
IL2	SLC2A1
IL2	TYR
IL2	TLR1
IL2	PRKCQ
IL2	TAGAP
IL2	IRF1
IL2	HSPA4
IL2	CTNNB1
IL2	SELP
IL2	PIK3R1
IL2	RC3H1
IL2	ANGPT1
IL2	PVR
IL2	BRAF
IL2	BACH2
IL2	PIK3CA
IL2	BATF3
IL2	IL31
IL2	SRC
IL2	TNFRSF8
IL2	IL1RN
IL2	SELE
IL2	HIF1A
IL2	PLG
IL2	H6PD
IL2	APP
IL2	MMP9
IL2	TNFSF4
IL2	PTGS2
IL2	NR3C1
IL2	BCL6
IL2	TCF7
IL2	INPP5D
IL2	FLT3
IL2	TSLP
IL2	ADAD1
IL2	IKZF1
IL2	AKT1
IL2	ITK
IL2	OSMR
IL2	LIFR
IL2	MYC
IL2	GATA3
IL2	ALB
IL2	CD5
IL2	LEPR
IL2	TP53
IL2	IL1R1
IL2	BCL2
IL2	LAMP1
IL2	TLR3
IL2	CRP
IL2	RORC
IL2	CD247
IL2	FASLG
IL2	IL33
IL2	STAT6
IL2	SYK
IL2	EGFR
IL2	JAK2
IL2	IL6R
IL2	IL13
IL2	NFATC2
IL2	IL7R
IL2	JAK1
IL2	IL4
IL2	IL6
IL2	IL2RA
IL2	JAK3
SPI1	SERPINA1
SPI1	BACH2
SPI1	ELANE
SPI1	MS4A1
SPI1	GSK3B
SPI1	LDB2
SPI1	TAGAP
SPI1	NSUN3
SPI1	AKT1
SPI1	IL13
SPI1	NUP160
SPI1	FNBP4
SPI1	BCL2
SPI1	MMP9
SPI1	ALOX15
SPI1	P2RY12
SPI1	EGR2
SPI1	PSMC3
SPI1	NFE2
SPI1	NOD2
SPI1	TLR1
SPI1	SLC39A13
SPI1	ETS1
SPI1	TP53
SPI1	MS4A6A
SPI1	BATF3
SPI1	SYK
SPI1	CDK9
SPI1	RGS18
SPI1	IL7R
SPI1	IL6
SPI1	RUNX3
SPI1	MYBPC3
SPI1	IL4
SPI1	MYC
SPI1	PLEK
SPI1	KMT2A
SPI1	PPARG
SPI1	FOXO1
SPI1	CREB1
SPI1	TCF7
SPI1	CREBBP
SPI1	FCER1G
SPI1	SMAD3
SPI1	BTK
SPI1	ID2
SPI1	ZFPM1
SPI1	STAT6
SPI1	INPP5D
SPI1	GATA3
SPI1	BCL6
SPI1	IKZF1
SPI1	FLT3
SPI1	MITF
SPI1	IRF1
DAO	XDH
DAO	MAOA
DAO	MAOB
DAO	GRIN2B
DAO	HTR2A
DAO	MTHFR
LNPEP	MCL1
LNPEP	AKT1
LNPEP	SORT1
LNPEP	TNKS
LNPEP	TNKS2
IL4	FCER1G
IL4	PTGER4
IL4	KNG1
IL4	RORA
IL4	BATF3
IL4	DPP4
IL4	NOS3
IL4	THPO
IL4	LMNA
IL4	PPARD
IL4	AXL
IL4	RUNX3
IL4	PIK3CA
IL4	FOXO1
IL4	HSPA4
IL4	MMP7
IL4	ESR1
IL4	FLT3
IL4	PIK3R1
IL4	PPARA
IL4	ELANE
IL4	CXCR1
IL4	THBD
IL4	MMP13
IL4	BTK
IL4	APP
IL4	CREB1
IL4	IL37
IL4	SMAD3
IL4	CD247
IL4	MMP12
IL4	ZBTB16
IL4	CTNNB1
IL4	MMP1
IL4	TNFRSF8
IL4	F13A1
IL4	SRC
IL4	NOD2
IL4	MYC
IL4	KDR
IL4	LAMP1
IL4	APOE
IL4	NLRP3
IL4	IKZF1
IL4	SYK
IL4	HIF1A
IL4	SELE
IL4	PLG
IL4	FLG
IL4	BCL2
IL4	IL1RL1
IL4	ITK
IL4	CD5
IL4	CCN2
IL4	ALOX5
IL4	RORC
IL4	TNFSF4
IL4	MMP3
IL4	SELP
IL4	TLR3
IL4	FASLG
IL4	PPARG
IL4	NR3C1
IL4	MMP9
IL4	ALOX15
IL4	AKT1
IL4	TLR1
IL4	NFATC2
IL4	LIFR
IL4	TP53
IL4	ALB
IL4	IL31
IL4	OSMR
IL4	IL1RN
IL4	IRF1
IL4	LEPR
IL4	BCL6
IL4	PTGS2
IL4	MAOA
IL4	IL1R1
IL4	EGFR
IL4	CRP
IL4	JAK2
IL4	TSLP
IL4	IL6R
IL4	IL33
IL4	GATA3
IL4	IL7R
IL4	IL2RA
IL4	IL6
IL4	IL13
IL4	JAK1
IL4	STAT6
IL4	JAK3
NR3C1	MMP9
NR3C1	ELAVL1
NR3C1	MAOB
NR3C1	FASLG
NR3C1	GSK3B
NR3C1	HBB
NR3C1	CBR1
NR3C1	RCOR1
NR3C1	HTR2A
NR3C1	SRC
NR3C1	CAMK2B
NR3C1	ZBTB16
NR3C1	TPH2
NR3C1	CYP3A4
NR3C1	DAPK3
NR3C1	CRP
NR3C1	JMJD1C
NR3C1	HEXIM1
NR3C1	SMARCE1
NR3C1	DHFR2
NR3C1	FLT3
NR3C1	BRAF
NR3C1	HSP90B1
NR3C1	PPARA
NR3C1	ESRRA
NR3C1	CHD9
NR3C1	MAOA
NR3C1	PTGS1
NR3C1	ABCB1
NR3C1	STAT6
NR3C1	CDK4
NR3C1	APP
NR3C1	CYP1A1
NR3C1	ALB
NR3C1	SMAD4
NR3C1	IL6
NR3C1	PIK3R1
NR3C1	MYC
NR3C1	PPARG
NR3C1	HNF4A
NR3C1	PTGS2
NR3C1	NCOA6
NR3C1	CTNNB1
NR3C1	SERPINA6
NR3C1	BCL2
NR3C1	AKT1
NR3C1	AR
NR3C1	HSD11B2
NR3C1	DCAF6
NR3C1	HDAC6
NR3C1	HSD11B1
NR3C1	HIF1A
NR3C1	EGFR
NR3C1	FOXO1
NR3C1	ESR1
NR3C1	CREB1
NR3C1	TP53
NR3C1	SMAD3
NR3C1	CREBBP
